IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
J9NZG2	Q1LZ90	Q53AQ4	Q9JJY4	P43363
F1PSD8	A6QLW3	Q4QQV8	Q6NZM9	P62750
F1Q245	E1BEK1	D3ZM21	F6QZR7	Q06481
F1PEL5	E1BGH6	O35303	Q05186	P00414
F1PWR0	A6H711	F1LV71	Q8BHF7	A6NKC6
E2RDL0	Q29RY8	M0R5J1	Q9D3N8	P56704
F1PDH0	F1N393	O35162	Q3TZ89	O95671
F1PUV2	Q0VCY5	A0A0G2JSW8	Q3U2E2	Q86YV6
J9NWU8	F1MB19	Q9ES58	O88384	A4GXA9
J9P0F7	A5PJH7	Q6P9U0	Q8C4G9	P47890
E2RSX9	F1MMR9	D3ZGI1	Q62066	Q8N1G2
E2QWK2	A0A140T8C7	F1M265	P51949	Q9NWU2
J9P305	A4IFD2	Q66HA7	Q99ML9	Q9ULT8
F1Q2L0	F1N306	A2VD13	Q61576	Q7KYU6
E2RMQ3	A0A140T878	D3ZSI8	Q9R020	O75955
E2RSC3	F1MYX9	A0A0G2JVK3	B2RX88	Q8WUY9
E2QTV1	A4IFR8	Q8K553	Q8K120	Q9P016
J9P0Z3	Q17R01	D3ZWG3	P10923	Q99615
Q32KI1	F1MZJ0	M0R6L2	Q8CBH5	Q9BU76
E2QTZ2	E1BLS0	B5DFB0	Q9QZU3	Q96P56
E2QUV5	P41984	F1LPA3	Q91VX5	P19013
E2RJ55	E1BP19	Q9R0W1	A0A0R4J000	Q9HA38
E2RCV7	A5PJU2	D4A4S5	P28357	Q6EKJ0
H9GWB9	Q762I5	D4A477	A0A1B0GS01	Q96M11
F1PF37	F1MWF6	G3V7C2	Q14AI6	Q7Z589
E2RJL4	E1B6Y9	Q2TSE3	Q9DA16	Q92903
F1PI62	F1N283	F1LPI5	P31041	P07199
E2R5P9	A5PJQ8	D4A0S1	O88665	O75995
F1PF51	Q17QP9	P97887	G3UWX1	O00399
F1P8I6	Q3SZF7	D3ZZB2	P23738	O14737
E2R066	Q2KI97	B1WC97	P06869	Q9NRX1
J9NWG3	F1N7N7	E5RQ38	O08582	P18669
F1PQN9	F6Q8B6	D3ZW59	Q924H9	A1KXE4
J9NXT2	F1MSB4	Q9ES75	P51885	Q9UPT8
E2RCS6	F1MIH2	D4A8P8	Q9WUN2	O14879
E2RIR4	G3MXX3	D4A2L9	Q5SXC4	Q8N344
F1PPQ4	A7E309	Q3MKP9	Q8K5A4	Q6P158
E2RDQ8	P0C6R3	D4A540	Q9Z0T9	Q6ZUC8
E2QVE3	D2DSG3	P35053	Q62422	Q14140
E2RRA2	F1MMH1	Q5BK46	Q9CPU4	P35613
E2RKS7	F1MG20	Q6AYN4	Q9WVS0	P13929
F1Q0N9	F1N507	D3ZM39	Q9CWI3	P57073
E2QRT5	G3X6L0	D3ZV91	Q920U2	Q9Y5E4
F6XCF8	A4FV21	M0RBN8	Q8BXR9	P61513
J9P842	E1BFC0	P35704	Q9WVG9	P0CW24
J9P896	A2VDW4	F1LM16	P53702	Q499Z4
E2RKG4	F1MWN0	D3ZEB1	Q2TB02	Q9BVA6
E2RLK5	Q58D73	Q63881	Q925D8	Q64FK3
E2R9K3	Q3SZV0	D3ZGM5	E9PXF0	Q8TD30
J9NSW6	F1N5J2	A0A0G2K8N6	P47880	P11086
F1P874	E1BEW5	Q91ZR7	Q9DAZ9	Q86UD7
A0A0B4J1A0	F1MVY4	F1LUC1	Q9D9H8	Q96IL0
J9NZN4	Q29S19	D3ZVE5	Q9JMD3	O60494
F1PWC9	A8E646	A0A096MJW6	Q9CQY7	Q9H0N5
F1P9Z5	F1MK87	Q5XFX8	J3QQ16	Q9P0M2
E2QU64	F1MSR4	G3V9J2	Q5XJV7	B1APZ0
P92604	E1BI28	Q5PQS4	P30882	Q9NV79
F1PGL0	E1BMY0	D3ZYE1	Q62187	Q9HCF6
F6Y402	A4IFN1	F1LS19	Q9CQ54	Q9NYK1
J9NVC8	F1MCX7	P51514	Q61001	Q8IUH5
E2REP8	F1MX65	D3ZGW2	P61290	Q9H8W4
E2RNN7	Q0VCC3	Q91Z80	P09041	O00522
F1PP26	H7BWW0	A0A0G2K174	Q3U6N9	Q96EY4
F1PQD5	G5E5J2	F1LSG1	Q62417	Q9UEX5
F1PYA9	E1BH30	P49186	A0A0U1RQ40	Q07820
F1P8A2	H2XJE9	B0BNB1	Q9QVN7	Q13112
J9P7W6	F1MTS9	Q2YDU6	Q8VHJ5	Q99959
E2QWQ7	A7MB79	F1LPI1	Q3UM89	Q9NX65
E2R1M3	P10568	B2RZ35	Q3URU2	P16401
J9NS35	Q2KIB6	F1MAK9	Q8C4H2	Q5TFQ8
J9PA84	A5D7N5	F1M0D2	Q62421	Q6URK8
J9P4N4	E1BJ27	M0R9E4	Q91WD1	Q15628
J9P417	A2VE85	D4A5T6	O89113	Q9BZG7
E2RNE1	E1BEJ7	Q6MG19	Q8C0E3	Q15006
F1PKB2	E1BAK0	Q6AYP0	A2ARA8	P30501
F1PE53	Q1LZ80	D4AD76	P97769	A4FVC0
E2RJ02	A5D7P3	Q4PJT6	F8VQD7	Q9NQ86
E2RKP6	E1BFT0	P20909	B1AUC4	Q9H205
E2RMA3	F1MFT9	D3ZAQ6	E9QLR3	Q494U1
J9P6P7	F1MIR2	D3ZAS9	Q3U9D6	Q9NX14
F1PHR7	F1MIY9	A0A0G2JTU9	H3BLG8	Q96PK0
F1PQ39	Q32PD7	Q9QXY2	Q9D0P7	Q6DT37
F1PQX0	Q0IIH8	Q4V7D9	A2ALI5	Q99442
E2RML2	F1MLB9	G3V9M3	Q01065	Q8NGV6
F6PNJ4	E1BB42	D3ZCZ9	A0A0R4J071	O15217
E2RTG8	F1MV02	Q5U2T2	Q99LX8	Q96BP2
E2R9D6	E1BBK3	B2RYC8	Q02650	O95487
E2R078	F1N4N5	A0A0G2JSK7	A2ADY9	Q8N0U8
E2RIM8	A4FUZ9	F1M9I3	Q9WVM8	Q8IYB0
J9P735	A0JN53	A0A0G2K9X2	Q9QYR6	Q9NUQ3
E2R748	F1MQK9	Q568Y2	Q3TMX5	Q9NPA0
E2QU34	A6QQN3	B1WBZ1	P52196	P09086
E2R447	G5E5S0	A7E3N7	Q8BZ34	P47710
F6Y0Y5	F1MFZ5	Q66H24	Q99PT9	P09238
F1PNX9	F1N2B2	Q5MJ12	Q9Z1J1	Q8WXD0
E2QS58	E1BNX9	Q9WUK5	Q9JJW5	Q96GN5
E2RKJ0	G5E551	Q66HE7	Q5PSV9	Q5HYT5
F1PKG3	E1BBP0	F1LMW3	B8JJD6	Q8NEQ2
E2QTY9	E1BCF4	Q80WL2	P46097	Q96JQ0
F6USM4	F1MWR6	F1LX27	A0A1B0GR74	P13521
E2RDR1	E1BFF9	Q68FV2	Q9DAY5	O60858
J9P8A4	Q3SZX5	O35552	P18828	Q15691
E2R455	E1BPD6	G3V6K1	P86174	Q9H246
E2QVM9	E1BMB8	D3ZIK0	Q8R1F0	Q86XI6
J9P901	Q95M77	O88420	Q8CD39	Q9ULZ1
J9P9P4	E1BMT3	D3ZAR4	P62816	Q6NX55
E2RFF0	F1N0R5	B8ZHC9	P43117	P30260
F1PB31	P38408	Q4V8I7	Q9EPK6	Q7Z6M1
F1Q2I2	F1N6C2	P15129	G5E8G6	Q9BXI9
J9NX64	Q08DL2	Q499V6	Q05895	Q96PC5
F1PKA2	G3X7V5	Q9EQL5	Q91W92	Q9NXK9
F1PD85	F1MCP7	D3ZP27	Q8CF90	Q9UBZ9
F1PRY7	A0JN71	B1WC58	O70548	Q01718
A0A0B4J199	Q05716	D4A0C8	O88425	Q8N954
F6UMQ8	F1MXX6	F1LNB3	Q91WI7	Q5RL73
J9P5Q9	Q0VD15	G3V8I3	Q80YY7	Q6UXN8
E2RL41	Q3ZCI1	F1LTR0	E9PUP8	Q17RS7
F6X6M6	F1MIV2	D3ZZB0	E9QN69	Q96MF4
J9PA13	E1BDU2	D4A062	Q501L8	Q9BSM5
E2RQK9	P00426	Q562C4	Q497H0	Q8IUX1
A0A0A0MPA8	E1BMR8	D3ZYP9	Q8BFS6	Q86XF0
F1PIA7	A5D7T5	D4A9P7	Q8C7W7	Q5VUB5
E2R8D2	Q0II68	F1M581	P37913	Q86XR5
E2REB0	P17697	Q6UVM4	P52332	Q15629
J9P5J0	F1MFL6	E9PT91	P08152	Q8NHU3
F1PL94	Q2TBS0	F1LV44	O08677	Q9H9D4
E2RAL2	F1MK40	B5DF19	Q8BJX2	Q00889
E2RGD2	F1N0I3	D4A2G6	P62080	Q8N2R8
F6V4V1	F1MU53	P52500	O88829	Q8WV35
A0A140T8D7	E1BLP9	F8WG35	Q9DCH2	Q9HCD5
F1P978	E1BC37	D4A8L5	Q9QZL9	Q96I25
E2RIR2	A6QR14	D3ZHA9	P18406	A5D8V7
F1Q393	A0A140T888	D3ZC87	Q9CS84	P10909
E2RS18	F1MVP8	Q920A6	Q91YJ5	Q96LL9
F1PFY5	F1N7E6	Q6MG87	Q7TMA4	Q7Z6L0
F1PLM1	G3MWJ1	Q3MHS0	Q60819	Q96C12
J9NTB9	E1BK78	B5DFH1	Q61495	Q9H669
E2RJ80	A5D7C4	M0RBI8	Q8C1S0	P07948
F1Q0U5	Q9GMD3	D3ZSF0	P70352	O60909
E2RPB2	F1MPV7	Q63081	Q6IMF0	Q92908
E2QWP5	F1MDM1	A5H2Z9	Q8C3S2	Q8TDW4
E2R0M3	G3MXS7	A0A0G2K6D0	Q8R516	O75173
J9P778	G3N2D2	A0A0G2K5M5	Q5M956	Q05C46
E2RE22	Q17QQ3	D3ZL82	O70220	Q01831
F1PMS3	G5E5J8	P23348	Q9CQI1	Q9Y5G5
F1PGT1	Q3ZBR0	Q4V7C1	Q9DCJ5	P11142
E2RIF2	F1N5N2	Q5XI74	E9Q0N2	P58317
F1P9Y6	E1BCU2	Q925G0	Q6PGC7	P04839
F1Q0H0	E1BF43	D3ZQJ8	Q80VI1	Q8N8E2
E2RR85	E1BEA5	F7EMJ6	Q8CHY7	Q8IUH4
F1PBL9	O97831	F1M311	Q59IW6	Q02962
F1PFR1	A0JNJ3	B2RYE9	Q8BJU0	B2CML4
E2RJ30	F1N066	G3V6U6	P09240	P07148
J9P9G2	F1MPV2	Q5PQX4	O88312	O95967
E2RPM5	E1BA82	D3ZL85	Q3V3A1	Q9BYR5
E2QWQ9	A6H736	D4A9J2	Q64279	Q8NEM7
J9P9M5	E1BPL6	A0A0G2JZ40	P26955	P28845
E2R5U0	E1B7Q0	A0A1W2Q666	A2APV2	O14948
E2RRK7	P11151	M0R5U4	Q91Z83	Q6W0C5
J9NXU7	F1MGF2	G3V9W4	O08581	Q9H4B4
J9PB64	E1B941	G3V7T0	P08103	Q9H0E2
E2R224	Q0P5C0	G3V723	P47937	Q4G0M1
E2RD96	F1MUK4	Q566Q7	Q8R3E3	Q9BPW4
E2R9M1	F1N649	F1M471	Q9Z1D8	Q6P179
E2R0J4	G3N1V7	D3ZD79	J9JI28	Q9P2J2
F1PJH2	A5PJT7	Q811U3	P70178	Q9P253
E2R8W6	E1BCC6	D4A3L4	Q9ET39	Q9UBS3
J9P810	F1MII3	D3ZFC5	Q3U034	Q5VT25
E2RTJ3	F1MMV5	P02524	D3YUU6	Q9UHD9
F1PJC1	E1BKX9	F1LR78	Q3UQZ7	P40424
E2RF33	E1BF93	F1M7U0	Q6PD05	P56915
E2RH90	F1MVI4	A0A096MIS4	Q60963	O15263
F1PLB3	A5D7S1	Q68FV1	A2BDX4	O15049
E2QTP5	Q3ZC41	A0A0G2JVL6	D3Z5S8	Q8WVK2
E2RGQ4	E1BAT4	A0A1B0GWM3	Q8R3R5	O94826
F1PEE0	F1MM21	D3ZAQ4	Q80UL9	Q8NBZ7
E2RNN5	F1MDM6	D3ZUD0	P47811	P04637
E2QYF7	G8JKZ2	P18163	B1AQX9	Q9H6Q4
E2QY62	F1MVW3	D4A7M0	Q60673	O00305
J9NRV9	F1MKS7	Q5I0E5	P59759	Q59GR8
F1P6E1	F1MDZ0	Q5BK13	O88662	Q9NTG7
E2RR35	P01352	F1LRU5	E9PYI1	Q9HAY6
E2RJD6	G3N278	Q6IMF3	Q99KF0	Q8IZ83
E2QZS2	Q1JQ91	P62815	E9QMC1	P62263
F1PJS2	Q27957	Q5RJR8	Q3UJC8	Q6FI13
J9NY86	G1K1W5	P54777	Q8K3E5	O96020
F1P762	Q0IIC4	G3V7V3	Q8BG95	P49683
F1P6A0	Q5EA45	B0BMY5	Q52KG3	Q8WYF0
E2QTE3	F1MCX6	D3ZU57	P35396	O43791
E2RQY8	A0A140T850	E9PSJ4	Q8VHQ9	P42336
F1P870	F1MIH6	A0A0G2K8J3	Q8CCG1	Q9Y448
F1PC96	F1MWI2	D3ZCG3	P40338	O75901
E2R1S4	F1N730	Q5BJR4	Q9JJE7	Q86UZ6
F1PVV7	Q3SZF2	G3V679	O89086	P18206
E2RJ16	Q3SYX6	G3V7L8	Q8C1B1	P46783
E2RD68	H9KUU8	P38718	H3BJF7	Q9H8X2
E2RMD2	A4IFI6	Q66H43	Q497L8	Q14116
E2RPJ5	F1N4C0	D3ZRD3	O09047	P25445
F1P7Q9	Q3ZC53	M0R4P2	Q91X52	Q12846
E2RSP3	F1N2X2	A0A0G2K9K0	P02089	Q9H015
E2RH58	F6QRH3	F1LT94	E9QJV1	Q9Y4D1
E2R7D2	G3X7S3	D4ADE4	Q9JKU8	Q8IXW5
F1P6R0	Q1JQE6	B2GV54	A2AJ15	Q15329
E2RPD3	F1MVI2	Q400C7	Q00420	Q9UN37
E2RS42	A0JN86	D3ZDP9	P56183	Q9UHF3
E2RGV6	F1MQC7	F1LQ70	Q8K2E5	P41226
F1PDK6	E1BC52	Q4V7A5	Q7TNC4	O15235
J9NY18	F1MPT8	P02770	O08797	A8K8P3
E2RND4	F1N1M2	B3LF38	Q99NF8	Q9Y6R9
J9NWC4	E1BBW0	D4A0V9	Q61337	O75821
Q9ZZ58	F1MP54	F1M6E5	Q8R1F9	O00716
F6XTD9	F1MNT1	F1M978	Q9CQ40	O95373
J9NX46	F6RLE1	D3ZSP7	Q9D7B1	P17861
E2RF34	A5D796	G3V7K2	P56475	Q7L5Y6
F1PJ84	F1N2W5	Q5HZA4	P02468	P32243
F1PG93	F1N5N9	E9PTX9	Q9D787	Q9UBF6
F1P6Y1	G5E6P9	D3ZTL1	F8VPZ1	P12110
E2RLA1	A0A140T857	F1LRV1	Q7TNE1	Q9BW91
J9P0I0	E1BP97	V9GZ82	O70439	P36382
F1PEH8	E1B997	M0RBV7	P84084	P31644
F1P6D2	Q0VD56	D4ADU7	Q9WUH7	Q29980
F1PF11	G3MWG5	Q6R5J6	F2Z3U4	O76013
E2RJK1	F1N0M5	D4AC95	Q08642	P22460
E2R529	E1BHY1	A0A0G2K5R0	Q62093	Q15750
E2R0A8	F1MLD0	F1M0Y6	Q80XJ3	Q9BTC0
F1P7N5	E1BJZ3	O35956	P62746	Q96ST8
F1PPG8	E1BJW6	P80254	Q61765	P23352
F1PM76	A6QR06	M0R5F5	Q765H6	Q8TAE8
J9NVY4	E1BJG4	A0A0H2UHS8	Q9EST8	Q6ZSG1
E2RQ91	F1N3S2	E9PT49	Q8C1D8	Q9C0H2
B9VTT2	Q8SPU5	D3ZWG2	P98063	Q9BPU9
E2QZ38	F1MN84	D3ZSP1	P21107	P63211
Q32KH9	E1BD46	G3V833	Q7TQN9	Q96QL3
F1PAC9	Q17QV0	D4A3H5	Q812C9	Q92995
J9P0K4	Q08E42	A0A0G2JUV0	Q8BFU3	Q86W92
E2R0H2	A3KFF6	Q5BJQ2	Q9CWR1	Q8IU85
F1PS48	F1MIW9	D3ZX15	Q61127	P29590
F1PXM1	F1MLE3	Q9JI56	Q9D1L0	Q9C035
J9NTM0	F1MGJ6	Q9QYV3	E9QN47	Q86TH1
F1P8B5	A6QR62	A0A0G2KA50	Q8BX02	Q9C0F3
E2QVV4	F1MLZ4	Q68A65	Q60988	Q8N8F7
J9NXV0	Q0VCS2	Q4KM33	Q61626	Q9BVW5
E2R5W6	F1N4U9	M9MMM8	D3YTT4	P16157
F1PR80	P00429	G3V8B2	Q80Y98	Q99865
F1PN61	F1MSK1	P97598	Q9CS69	A4D0V7
E2R0A1	Q3ZBW7	D3ZIC4	Q80TV8	A8K222
E2QSI3	G3MZC7	A0A0G2JXP3	B7ZCJ1	Q9H8G1
F1PRT9	F1MDI5	Q63707	Q91VU1	Q9Y2B5
E2QWY1	G3X6Q3	D4ABZ3	Q8CDC0	P48039
F1PMY6	G3N022	Q5U3Z5	Q8CJ70	Q9H6D3
F1Q023	F1MCZ2	Q924V4	Q8R493	Q8TCJ2
E2RQT4	A6H7I8	D4A3R0	Q9DCQ2	Q92730
E2RG29	E1BPK4	G3V8N8	Q6PHN1	P18754
E2R570	A5PJT0	M0RBT0	Q8VEG6	Q96A46
F1PVM5	E1BGN6	D3ZSG2	Q9QY40	Q9P2J9
F1PQ52	A0JND1	Q63583	Q923B0	Q96BJ3
F6Y2S5	F1MI91	P16296	Q9WV31	Q8N442
F1PB32	A6QR02	P36860	P32082	Q9H714
J9P8L3	Q08D81	F1LQJ7	A2ACG1	Q16520
E2RGI7	G3N105	D4ADL5	Q62426	Q6UX41
E2R2S1	Q3MHE5	Q4KM37	Q9DAM7	Q6PCB8
F1PZS9	E1B968	Q5XIV0	P01751	Q8IXM6
J9P574	G3X7P1	G3V8A7	A0A0R4IZZ6	Q96PE1
E2RFN6	P34955	A0A0G2K211	Q61503	Q86XK2
F1PUR8	F1MSJ5	Q4KLG3	Q91XA5	Q8N9W4
E2RGP5	F1MKW3	E9PU00	Q9CPY0	Q9C000
J9P8V6	E1BEZ0	F1M6E2	Q9DB07	P13727
F1PBG9	A5PKJ4	D3ZHU8	O54946	Q969U7
E2RIA1	A8R461	D4ABD3	Q5NBX1	Q6NVH7
F1P7H8	F1MER5	G3V9P3	Q91VH3	P05451
F1PNT8	E1BNB3	D3ZI07	Q9DBY5	Q93099
F1PY31	A6QLQ8	M0R5D7	Q8R2W6	Q9UJC5
F1P695	E1BIX2	D4A105	Q62130	P27635
C0LQL0	E1BCZ6	D4AAG8	Q9CRB9	Q9H832
E2R130	Q1LZ94	G3V6H0	Q8VDG6	P05387
F1PZH0	A5PJZ2	Q9QZ58	Q8BZL4	P58335
F6V865	P35350	D4A6M8	Q9DB29	B2R9Y1
E2REG5	F1MUJ5	A0A0G2K6W3	Q63880	A6NMY6
F1PP53	E1BN42	Q02294	Q9D2Y9	Q9Y4X4
F6XGU5	Q3SZ48	Q63041	Q8K3K7	Q15937
E2R433	E1BHM7	Q5XIT5	Q7TSG5	Q9NVN3
J9P9P7	F1N0C4	Q9R297	Q80X80	Q9NVK5
F1PZQ5	F1MFY8	Q8K3Y6	P48787	Q13349
E2QYL1	E1BL67	F1LMG1	Q9D3L0	A6ND91
F6X487	F1MHM7	Q5I0E7	Q68EF0	P62424
E2QX27	A6QR34	B6RK61	Q7TSU7	Q76FK4
F6PLB9	Q2HJA3	A0A0G2K6N0	Q8R3Y5	Q5F1R6
E2R0Q0	F1MSW4	D4A367	Q02566	Q96SD1
E2R6L3	F1MZC2	Q5XI58	O55082	Q9NPA2
J9P9A7	F1MPY4	D3ZRE6	P27931	P55899
F1PE17	F1MS16	Q63016	Q61469	Q08495
F1PKD4	E1BBH7	D3ZAN4	Q9D1A4	Q9NWG8
E2RRJ7	F1MX60	D3ZQX1	Q6DIC0	P21741
E2QX94	A7YWM8	F1LXD9	P62073	Q96BD8
F1PD13	Q5E9B7	F1M8Z6	Q8BFV2	Q8WTP8
F1PHB7	G5E536	O55164	P07724	Q14141
J9NS33	E1BFX5	B5DEQ0	Q7TSV9	Q9NXE4
F1PR61	Q3ZCJ6	P62870	P70406	Q9NPY3
E2RPR8	M0QVY7	A0A0G2K4P4	Q8C6C9	A2RRP1
F1P611	F1MLJ3	A0JN27	Q8BYC6	Q86XR8
J9P236	P03892	B4F7C9	Q8K303	Q9NUA8
F1PWJ9	E1BF81	Q5U2U4	Q7TQN3	Q4W5N1
F1P6B8	E1BND6	G3V6U0	Q3UZY0	P52789
E2QT50	Q0VCB4	Q66H89	P49429	Q13724
E2RFD1	F1MCA2	A0A096MIU9	P56484	Q9NRN7
F1PCE4	Q5EA88	D3ZUQ8	P51675	O43763
E2RAD6	F1MC50	Q6P6S1	Q791T5	Q14999
F1PA23	F1MJA5	A0A0G2K4R1	P97762	Q8N4H5
F1P6U2	F1MID0	P09606	Q08189	O95551
E2R684	E1BK26	G3V631	Q60847	Q9UNA3
J9P076	E1BC15	P49952	Q3TWF9	Q13514
E2RPH1	E1BNE5	A0A0G2JU33	Q9QYC0	Q9NXR1
E2RJW4	E1BMH3	F1LUW0	Q8K482	P04085
E2RRW3	E1BGP1	Q4V886	Q9D2R0	O60826
F1PAP2	Q2HJ46	P62628	Q8BU00	Q96ES6
F1P9F2	Q32P85	D4AB55	E9Q8T2	Q9HBB8
F1P8J8	A5D7L2	A0A1W2Q6P5	Q9D9Q6	Q8WW12
E2R6Q9	F1MMA2	D4A8G3	Q9Z1D9	Q02880
E2RKD4	A9Q1J7	Q32PZ9	P98156	Q96PC3
F6ULF5	F1MKD3	Q9WU68	P32848	Q9H3W5
F1PKP5	H9KUU9	A0A0U1RRW3	Q9Z247	Q14094
J9NRF7	E1BHG3	P62813	B8JJC1	Q96A25
E2RRQ6	F1MHR3	G3V7A9	P14483	Q9C0D7
F6UYR7	Q32L75	D3ZEN0	P82348	Q8NDF8
E2RQR8	G3MZE3	P29147	Q6P8J2	Q14CB8
E2RJ85	F1N152	R9PXY2	Q80VG1	P30450
E2RQA5	F1MMK9	Q6AYF2	P97764	Q96BP3
E2QRS1	Q2KIQ3	Q5PPN5	Q8BVG8	Q8IXL9
F6XSY4	F1MR77	P18666	Q8CFJ8	Q9UMQ3
J9NUT4	Q2HJ25	G3V7I3	Q922C1	O43837
E2RKJ9	G3N2Y5	Q6AYA2	Q8CEC0	O43182
G1K2B0	G3N1D6	A0A0G2JUE3	P49772	P17097
E2RSR7	F1MPY3	D3ZYD8	Q3UX62	P20142
F1P6K4	F6QP30	Q3LRZ1	Q9CWL2	Q8IW90
F6X6D7	Q2M2U5	D3ZY02	Q31142	Q9ULS6
E2RN68	F1MG03	M0R6E1	Q6P4S8	Q59EB5
E2REC3	F1N5B6	Q06145	Q7TSQ1	Q9BZF9
E2QZ31	Q0VCU0	Q9JJV7	E9PYH6	Q9NRA0
J9NST5	F1MYS1	P13437	Q8R071	Q59GT1
F1PF47	A6QLT3	B2RZ08	Q60805	Q99439
J9PAG4	G5E5B8	Q5RKH3	P52955	Q9Y4C4
E2R6W0	Q05B73	M0RA73	P70697	Q96IY4
E2RMY7	E1BLX4	Q66H65	Q99JW2	Q6ZW33
E2RPC0	Q08DH8	D3ZI68	Q9D3W4	P15927
E2RBP5	F1MRK2	D3ZRM3	Q6DFW0	Q32MZ4
E2RR02	A2VDM0	P07808	Q8VC81	Q8N587
F1PUV7	A0JNE7	F1LYX1	Q5DU00	Q7Z628
F1PCH0	O46522	B2GUW6	P60007	P55210
J9P724	Q5EAE3	D4A2I4	Q9Z1W4	Q86X53
J9P956	Q08DN5	Q5I0D6	A2A891	Q9Y330
F1PZY5	F1MJE0	F1LTF8	Q9Z0H4	Q9HBE1
F1PNS9	E1B7B3	D4A1V1	Q8BVV7	O14770
J9PAZ8	F1MK03	A0A0G2K785	Q5QNQ6	P20849
F6USE4	G3MXM5	P16177	Q56A10	Q8N7R7
F1PLK4	A5D9C6	Q9JJK4	O35604	Q12768
F1P669	G3MY07	Q63086	Q925U4	O15067
F1PIV3	E1BEA8	D3ZUL2	Q3UWJ5	O95295
J9P947	E1BNN6	A0A0H2UHR9	Q8VE96	P21810
E2RH19	F1N628	P34131	Q9ES03	P40967
F1PR76	A6QLE8	F1LT13	A0A087WSD0	P42684
E2RA71	F1MD13	Q04631	Q8BZ65	Q53GZ6
E2RK18	F1MMA6	A0A140TAE1	Q8R2S9	Q13636
E2R710	Q17QQ6	Q5U1Z9	M0QWF4	P0C7U0
J9NX68	Q3T104	F1M8H3	Q7TMB3	P47928
F1PGE6	E1BGL5	D3ZQC1	G5E8S8	Q8WV83
E2R2W6	A5D7B9	F1M7Z1	Q9ER39	O95502
F1PZJ4	F6QPT2	G3V950	Q8BQC8	A5YM51
J9NRN6	P23727	Q5XIM7	Q99PL5	P47914
E2RJT2	F1MXY1	A0A0G2K464	Q8VC97	Q86T96
J9P7V2	Q0P5E1	D4A7Q5	V9GXH2	Q01453
J9P3L8	Q5E9A5	A0A0G2JZA1	Q9ER04	O14730
J9JHP1	F1N553	P63035	Q8BRU4	O43304
E2RM27	Q1JQD4	Q9Z0R7	Q6ZQ93	Q2M3W8
F1PYM2	F1N626	D3ZVD7	P35347	Q9NQW7
F6Y028	Q17QI4	Q9WTQ9	Q8K2C8	O43147
E2RMT7	P62763	M0R9I6	P70351	C6KE32
J9NSB6	Q2KJ92	D3ZUI1	Q3TJW2	O95273
E2QUE0	G3MX56	D4A6U4	Q01339	Q9UNQ2
E2RIA8	F1MBQ8	Q66HA8	P63325	P30533
F1Q3S8	G3N0G4	Q66HC4	Q8BHT6	Q8TBJ4
F1P8G9	E1BAH0	A0A0G2K9D6	Q62108	Q8TDL5
P62490	F1MDJ4	Q9EQS0	P60898	P63279
E2RMD6	Q32KR9	Q6P6G5	Q99LJ1	Q32M78
E2R8Z9	Q1LZF3	Q5M893	Q9CQ02	P12532
E2QTF1	G5E657	Q6PDU4	P35601	Q6ZS27
F1Q0T0	F1MM11	Q4V8J2	Q9CRA5	P56524
E2RBL6	E1BDA2	D4ACW0	Q91WE4	Q9UGP8
E2RH82	Q2HJH3	P63045	Q8BVG4	P11532
E2RCJ8	A6QLY2	M0R5T6	O88890	Q9BXB1
E2RLB8	Q08DP5	A0A0G2JTY8	Q8VD76	Q9BZU1
F1PVD4	E1BLQ2	Q63639	Q5FWI2	Q9H4K7
E2R7R0	F1MY55	D3ZP58	Q9R233	Q9H6K1
F1Q0Y2	A4FV78	G3V7L5	Q640L3	Q86YS7
F1PLG7	A7YWE2	Q5I0I2	Q8BZQ7	Q9UKJ5
J9P3S8	E1BGB1	Q4KLI2	P45700	Q9NQT5
E2RB15	F1N4C1	Q498E0	P23359	P35269
J9NUJ0	F1N3R2	Q566C7	Q6GQU2	P81605
E2RD21	A5D7B0	Q5FVN6	D3YXR2	Q13203
F1P9X1	Q58CQ1	Q9QZH0	O55055	P28332
E2RDY8	Q0VCX3	D3ZV46	Q8K1S5	Q9NRD9
F1PZF8	F1N7G8	F1LSH3	Q3TXV4	Q5VWX1
E2RIZ2	P20959	A0A0G2K014	Q9D3G9	O60765
J9PB81	F1MIT3	D3ZA12	Q8CF93	O15144
J9P4U6	E1BM93	G3V7T3	A0A1Y7VJ01	Q9NRM1
E2R046	A7MBI0	D3ZGW9	G3X8Q7	Q969T4
E2RIG1	F1N2Z3	D4A589	P63086	Q9NPJ1
F1PUX3	F1MDB7	P21807	Q9D6G5	Q9Y243
E2R996	F1MN99	D4AAG3	Q14BN8	Q8TDR2
E2RGZ4	G3MY34	D4A218	Q80Y55	P09496
F1Q0V4	A6QPI2	D3ZNA8	Q6P8P8	Q96LD1
E2QSP8	F1MDE0	A0A0G2KBA2	Q9QXE0	Q8WV41
F1PNT6	Q2KJ48	F1LYL9	O88551	Q9Y580
F6V4T0	F1MIB4	M0RBJ7	P60764	Q9UHD2
F6XU88	E1BB00	Q4FZX5	Q3TYH2	P62861
E2R021	Q9TTF5	F1M277	Q9D864	P26992
E2RRH9	I6L1R8	D3ZVR6	Q80YS9	Q96MN9
